"Assembly ID","Base Catalog Number","Illumina Sample Filename","ONT Sample Filename"
"bce9a8bf3128415e","43254","ILN1_2021AA47_43254.fastq.gz","ONG3_2021AN02_43254.fastq.gz"
"bce7391f6ab547b7","13631","ILV0_2020AB24_13631D-2.fastq.gz","ONG3_2020AW01_13631D-2.fastq.gz"
"bcd38216c23148a3","7830","ILM3_2019AO07_7830DX.fastq.gz","ONG2_2019DM01_7830DX.fastq.gz"
"bcc548cef72e478f","VR-1828","ILM1_2019ZJ03_VR-1828.fastq.gz",""
"bc3e60e1799641d9","33913","ILM3_2019CN07_33913D-5.fastq.gz","ONG2_2019EP03-33913D-5.fastq.gz"
"bbf4e48dedd54bf7","BAA-2894","ILM3_2020AT07_BAA-2894.fastq.gz","ONG2_2019AV05_BAA-2894.fastq.gz"
"bbdd1536ec1248f1","700964","ILM3_2019CK11_700964D-5.fastq.gz","ONG2_2019EF05_700964D-5.fastq.gz"
"bb60be57159148d8","VR-846","ILM2_2019AC02_VR-846D.fastq.gz",""
"bb4f27cfb4c54bd6","VR-30","ILM3_2020AV05_VR-30.fastq.gz",""
"bb1850feb6c14202","35640","ILM3_2019CH04_35640DX.fastq.gz","ONG2_2019DX04_35640DX.fastq.gz"
"baf9f62e33614fd9","VR-52","ILM1_2019ZD01_VR-52.fastq.gz",""
"ba79e89535524ff3","11437","ILM3_2020BK11_11437D-5.fastq.gz","ONG3_2020AS04_11437D-5.fastq.gz"
"ba59a4fa1b1041fc","43897","ILN1_2020AC36_43897.fastq.gz","ONG3_2020DL04_43897.fastq.gz"
"b9e1826fe32a4e27","BAA-3038","ILM3_2020AL01_BAA-3038.fastq.gz","ONG2_2020AR01_BAA-3038.fastq.gz"
"b97324146d5643cf","33238","ILM3_2018AH08_33238D-5.fastq.gz","ONG1_2018AL04_33238D-5.fastq.gz"
"b946563b4f614cd1","25746","ILM3_2019BK06_25746D-5.fastq.gz","ONG2_2019CU04_25746D-5.fastq.gz"
"b92d9ccc4864438e","27562","ILM3_2019AO01_27562DX.fastq.gz","ONG2_2019BK05_27562DX.fastq.gz"
"b8e2e913cf5c4aef","33560","ILM3_2018AK06_33560D-5.fastq.gz","ONG1_2018AM06_33560D-5.fastq.gz"
"b8e035a53a9844b5","208821","ILM3_2019CG02_208821D-2.fastq.gz","ONG2_2019FA01_208821D-2.fastq.gz"
"b8d309be8bb64193","19061","ILM3_2020CC01_19061.fastq.gz","ONG3_2020CA04_19061.fastq.gz"
"b8c2dc68a4c44695","13027","ILN1_2021AD36_13027.fastq.gz","ONG3_2021AY05_13027.fastq.gz"
"b8b5e0806ce44985","18224","ILV0_2020AA12_18224D-2.fastq.gz","ONG3_2020AE02_18224D-2.fastq.gz"
"b87901ddf2364378","BAA-735","ILM3_2019BT10_BAA-735D-5.fastq.gz","ONG2_2019CZ05_BAA-735D-5.fastq.gz"
"b854b6639c084018","9885","ILM2_2018AH07_9885.fastq.gz","ONG1_2019AN03_9885.fastq.gz"
"b80615caf86b454c","33658","ILN1_2020AA13_33658.fastq.gz","ONG3_2020CW01_33658.fastq.gz"
"b7eb8ea2344c4aed","BAA-1605","ILM3_2018AK01_BAA-1605D-5.fastq.gz","ONG1_2018AM01_BAA-1605D-5.fastq.gz"
"b7ea8f6005cd4849","700928","ILM3_2019AE06_700928D-5.fastq.gz","ONM2_2019AB02_700928D-5.fastq.gz"
"b7d4d5ccabd44846","VR-1550","ILM1_2020ZF01_VR-1550.fastq.gz",""
"b7ce6800321f4fc3","BAA-871","ILM3_2019AZ07_BAA-871D-5.fastq.gz","ONG2_2019BA02_BAA-871D-5.fastq.gz"
"b7b315b7158448a4","BAA-672","ILM3_2019BR07_BAA-672D-5.fastq.gz","ONG2_2019DJ03_BAA-672D-5.fastq.gz"
"b7ab032d837e4bfe","A-2950","ILV0_2020AA34_MYA-2950D-5.fastq.gz","ONG2_2020AH02_MYA-2950D-5.fastq.gz"
"b794b1656bdf4024","700827","ILM3_2019BK10_700827D-5.fastq","ONG2_2019CV03_700827D-5.fastq.gz"
"b78a553f7644403a","33305","ILN1_2020AA27_33305.fastq.gz","ONG3_2020CR05_33305.fastq.gz"
"b77edd03db5d470f","14461","ILM3_2020CI11_14461.fastq.gz","ONG3_2020CJ02_14461.fastq.gz"
"b77b332ab0b44c78","6463","ILM3_2018AD01_6463.fastq.gz","ONG1_2018AK03_6463.fastq.gz"
"b75cee700c4345bd","A-4612","ILM3_2019AX03_MYA-4612D-5.fastq.gz","ONG2_2019DU01_MYA-4612D-5.fastq.gz"
"b74042f4c3e745e4","43431","ILM3_2019BH08_43431D-5.fastq.gz","ONG2_2019CQ03_43431D-5.fastq.gz"
"b70a1a81a2744334","15144","ILN1_2020AC44_15144.fastq.gz","ONG3_2020DQ03_15144.fastq.gz"
"b6f697d33d64443b","BAA-2783","ILM3_2019BC03_BAA-2783DX.fastq.gz","ONG2_2019DO02_BAA-2783DX.fastq.gz"
"b6d2be7067e44d63","BAA-1091","ILM2_2020AA05_BAA-1091D-5.fastq.gz","ONG2_2019DZ02_BAA-1091D-5.fastq.gz"
"b696d0a2b2004dcd","29307","ILM3_2020CI05_29307.fastq.gz","ONG3_2020CG04_29307.fastq.gz"
"b691a1d342664647","8503","ILM3_2019AT03_8503D-5.fastq.gz","ONG2_2019BD02_8503D-5.fastq.gz"
"b68e30800c254967","BAA-1505","ILM3_2019CJ07_BAA-1505D-5.fastq.gz","ONG2_2019EG01_BAA-1505D-5.fastq.gz"
"b67bf94a657b4db7","BAA-341","ILN1_2021AA29_BAA-341.fastq.gz","ONG3_2021AA06_BAA-341.fastq.gz"
"b6623fbb361d49c3","14048","ILM3_2019AU02_14048DX.fastq.gz","ONG2_2019BS04_14048DX.fastq.gz"
"b658a6b1a05e43cd","BAA-1673","ILM3_2020AI02_BAA-1673D-5.fastq.gz","ONG2_2019DM05_BAA-1673D-5.fastq.gz"
"b638b2b3aee544ff","A-4448","ILM3_2019CT04_MYA-4448D-5.fastq.gz","ONG2_2019FK04_MYA-4448D-5.fastq.gz"
"b6274575701b460f","VR-1680","ILM2_2019AE03_VR-1680D.fastq.gz",""
"b626635527d94e57","BAA-1706","ILM3_2019AH08_BAA-1706D-5.fastq.gz","ONG2_2019AG04_BAA-1706D-5.fastq.gz"
"b5f57040967a41ee","19417","ILN1_2021AA30_19417.fastq.gz","ONG3_2021AB03_19417.fastq.gz"
"b5d89eea686d4473","27329","ILM3_2020AB04_27329D-5.fastq.gz","ONG2_2019ES02_27329D-5.fastq.gz"
"b5d0856159944861","VR-103","ILM3_2020AX06_VR-103.fastq.gz",""
"b5c54b7fed864e90","700786","ILM2_2020AS06_700786.fastq.gz","ONG3_2020CE03_700786.fastq.gz"
"b5bf929e9f1c4c75","47054","ILM3_2019AJ09_47054D-5.fastq.gz","ONG2_2019AJ04_47054D-5.fastq.gz"
"b561a955b2464f01","49145","ILM3_2019AU03_49145D-5.fastq.gz","ONG2_2019AT02_49145D-5.fastq.gz"
"b54e1b24af6c4ff1","23631","ILM3_2020AK09_23631.fastq.gz","ONG3_2020BC02_23631.fastq.gz"
"b535cfb13fc046d7","10987","ILM3_2018AI03_10987D-5.fastq.gz","ONG2_2019BC04_10987D-5.fastq.gz"
"b4fcf99354014db1","9797","ILM3_2019AI09_9797D-5.fastq.gz","ONG2_2019AH03_9797D-5.fastq.gz"
"b4ecabbe98634ba6","7061","ILM3_2018AG09_7061.fastq.gz","ONM2_2018AC08_7061.fastq"
"b468adf9149c4ee5","BAA-2779","ILM3_2019BA01_BAA-2779DX.fastq.gz","ONG2_2019BT03_BAA-2779DX.fastq.gz"
"b42278bcd0024bea","51982","ILM3_2019BH04_51982D-5.fastq.gz","ONG2_2019CN03_51982D-5.fastq.gz"
"b41e66da50ea4dbb","BAA-1458","ILM3_2019BH10_BAA-1458D-5.fastq.gz","ONG2_2019CQ05_BAA-1458D-5.fastq.gz"
"b3de8e5a29424723","BAA-1710","ILM3_2019AF06_BAA-1710D-5.fastq.gz","ONG2_2019AB03_BAA-1710D-5.fastq.gz"
"b3c1c92db7cf47d3","31461","ILN1_2020AA26_31461.fastq.gz","ONG3_2020CQ03_31461.fastq.gz"
"b3a8f4cdc7d245ab","49447","ILN1_2021AB19_49447.fastq.gz","ONG3_2021AF03_49447.fastq.gz"
"b3933e18502546a2","BAA-3124","ILM3_2020BO02_BAA-3124.fastq.gz","ONG3_2020AX01_BAA-3124.fastq.gz"
"b38a1d35766841db","33009","ILM3_2019AH03_33009D-5.fastq","ONG2_2019AF04_33009D-5.fastq.gz"
"b350b59295fc437b","23037","ILM3_2020AI03_23037D-5.fastq.gz","ONG2_2019EV01_23037D-5.fastq.gz"
"b349b352a99444a7","BAA-1232","ILM3_2019BO07_BAA-1232D-5.fastq","ONG2_2019DH04_BAA-1232D-5.fastq.gz"
"b3278d19fc99401e","700872","ILM3_2018AD10_700872.fastq.gz","ONG1_2018AK12_700872.fastq.gz"
"b3017d28f1aa4d1c","49145","ILM3_2019AU03_49145D-5.fastq.gz","ONG2_2019AT02_49145D-5.fastq.gz"
"b2f7f35f35654900","35638","ILM2_2019AG11_35638D-5.fastq.gz","ONG2_2019DK01_35638D-5.fastq.gz"
"b2f4e0ff9df84ec8","BAA-1681","ILN1_2021AA18_BAA-1681.fastq.gz","ONG3_2020DX03_BAA-1681.fastq.gz"
"b2f1b45abe454f64","BAA-1616","ILM3_2019CP07_BAA-1616D-5.fastq.gz","ONG2_2019EM05-BAA-1616D-5.fastq.gz"
"b2d4f86f63a34a21","49419","ILN1_2021AC05_49419.fastq.gz","ONG3_2021AO03_49419.fastq.gz"
"b2aa49b2ac194ccc","VR-907","ILM3_2020AV01_VR-907.fastq.gz",""
"b2a757d1b5f74228","23114","ILM3_2019AD03_23114D-5.fastq.gz","ONG2_2019BK02_23114D-5.fastq.gz"
"b1c2268bea9d4900","VR-1927","ILM1_2019ZE02_VR-1927.fastq.gz",""
"b17ad9d5180d490e","12394","ILM3_2020CG10_12394.fastq.gz","ONG3_2020CD01_12394.fastq.gz"
"b16d1b2a00024c08","700084","ILM2_2020AA01_700084D-5.fastq.gz","ONM2_2019AA06_700084D-5.fastq.gz"
"b1426e16145f4e2d","4698","ILM3_2020AL07_4698D-5.fastq.gz","ONG2_2020AR05_4698D-5.fastq.gz"
"b1253538cbcf4f41","29577","ILM3_2020CL06_29577.fastq.gz","ONG3_2020CJ03_29577.fastq.gz"
"b0cff20b45cd45c9","BAA-3055","ILM3_2020BG12_BAA-3055.fastq.gz","ONG3_2020AF02_BAA-3055.fastq.gz"
"b0cf6ac2850d4d69","35760","ILM3_2019BW07_35760D-5.fastq.gz","ONG2_2019ER03_35760D-5.fastq.gz"
"b083e60d02324578","BAA-3118","ILM3_2020AK01_BAA-3118.fastq.gz","ONG3_2020AV02_BAA-3118.fastq.gz"
"b04241f6bfd14c6b","BAA-2808","ILM3_2019BE04_BAA-2808DX.fastq.gz","ONG2_2019CI01_BAA-2808DX.fastq.gz"
"b02cb64d68dc4612","6260","ILM3_2019CS03_6260D-5.fastq.gz","ONG2_2020AB03_6260D-5.fastq.gz"
"b0121ecab2564b28","15829","ILM3_2020CE04_15829.fastq.gz","ONG3_2020BL04_15829.fastq.gz"
"afe3d21b19654126","A-4611","ILM3_2019CQ04_MYA-4611D-5.fastq.gz","ONG2_2019FJ04_MYA-4611D-5.fastq.gz"
"afaca1cb90d54a94","53199","ILN1_2020AA09_53199.fastq.gz","ONG3_2020CO04_53199.fastq.gz"
"af9e8c122fd14ed2","246","ILM2_2018AE01_246.fastq.gz","ONG1_2018AJ01_246.fastq.gz"
"af882ba72a7b4272","BAA-2440","ILM3_2019AZ01_BAA-2440D-5.fastq.gz","ONG2_2019AZ01_BAA-2440D-5.fastq.gz"
"af4537882551426c","19436","ILM2_2019AG09_19436DX.fastq.gz","ONG2_2019CY02_19436DX.fastq.gz"
"aef9e9e8dd6448e9","27164","ILM3_2019BL09_27164DX.fastq.gz","ONG2_2019DK03_27164DX.fastq.gz"
"aedfbd520c5b4432","VR-1187","ILM3_2020BB02_VR-1187DQ.fastq.gz",""
"aeb6f10c71104c25","VR-1377","ILM3_2020CS06_VR-1377D.fastq.gz",""
"aea6f61f54ae4969","VR-92","ILM3_2020CS07_VR-92D.fastq.gz",""
"ae89015228184ff2","VR-734","ILM3_2019BP02_VR-734D.fastq.gz",""
"ae61a1fe85af4bba","66027","ILV0_2020AA29_66027D-5.fastq.gz","ONG2_2020AE01_66027D-5.fastq.gz"
"ae5c372ac2d945a1","9027","ILM3_2018AH03_9027D-5.fastq","ONM2_2018AB04_9027D-5.fastq.gz"
"ae4c06eb8a35411c","BAA-2524","ILM3_2019CV10_BAA-2524DX.fastq.gz","ONG2_2019EW02_BAA-2524DX.fastq.gz"
"ae3c17038d124ca1","VR-105","ILM3_2020AX05_VR-105.fastq.gz",""
"ae1e4863f0194eab","BAA-1737","ILM3_2019CF04_BAA-1737D-5.fastq.gz","ONG2_2019DY02_BAA-1737D-5.fastq.gz"
"ae070ef6e3c240a8","13182","ILM3_2019CV02_13182DX.fastq.gz","ONG2_2019EU01_13182DX.fastq.gz"
"adff78b07a514277","BAA-247","ILM3_2019AS03_BAA-247DX.fastq.gz","ONG2_2019BQ05_BAA-247DX.fastq.gz"
"adf2c35ad7ef4d70","BAA-816","ILM3_2019BL08_BAA-816DX.fastq.gz","ONG2_2019CP04_BAA-816DX.fastq.gz"
"adb6d513b7374f84","700610","ILM3_2018AC07_700610D-5.fastq.gz","ONM1_2018AC03_700610D-5.fastq.gz"
"ada0bb20b5254e2c","BAA-1673","ILM3_2020CJ11_BAA-1673.fastq.gz","ONG3_2020CH03_BAA-1673.fastq.gz"
"ad9d2daa4f5e48aa","6905","ILM3_2019CN11_6905D-5.fastq.gz","ONG2_2019EN02_6905D-5.fastq.gz"
"ad822f7b3a494dab","10702","ILM2_2019AB08_10702D-5.fastq.gz","ONG2_2019AT04_10702D-5.fastq.gz"
"ad777fa653184412","BAA-98","ILM3_2019AF04_BAA-98D-5.fastq.gz","ONG2_2019AB01_BAA-98D-5.fastq.gz"
"ad7209aa71b54721","51394","ILM2_2019AB06_51394D-5.fastq.gz","ONG2_2019BF04_51394D-5.fastq.gz"
"ad36f57dd29d43c6","8739","ILM3_2018AL01_8739D-5.fastq.gz","ONG2_2019BG04_8739D-5.fastq.gz"
"ad36cc435b63484c","700077","ILM3_2019CA03_700077D-5.fastq.gz","ONG2_2019DG06_700077D-5.fastq.gz"
"ad10e963101342a1","BAA-3046","ILM3_2020BH11_BAA-3046.fastq.gz","ONG3_2020AF03_BAA-3046.fastq.gz"
"acfb4721283d4bf9","25592","ILM3_2019BT05_25592D-5.fastq","ONG2_2019EC01_25592D-5.fastq.gz"
"acc2c372c5f84334","26199","ILV0_2020AA17_26199D-2.fastq.gz","ONG3_2020AB02_26199D-2.fastq.gz"
"acbf9d32f42b4645","14869","ILM3_2019BF02_14869DX.fastq.gz","ONG2_2019CI04_14869DX.fastq.gz"
"acb828011a204a51","BAA-3129","ILM3_2020BO04_BAA-3129.fastq.gz","ONG3_2020AX03_BAA-3129.fastq.gz"
"acb12158e07e4d44","7073","ILN1_2020AA33_7073.fastq.gz","ONG3_2020CP01_7073.fastq.gz"
"acac0eb6b89a45c5","BAA-1870","ILM3_2019AP07_BAA-1870D-5.fastq.gz","ONG2_2019AW04_BAA-1870D-5.fastq.gz"
"ac699ae3c7304b00","51873","ILM3_2019BM03_51873D-5.fastq.gz","ONG2_2019CY06_51873D-5.fastq.gz"
"ac57fcef9e3c49fa","51983","ILM3_2020BY06_51983.fastq.gz","ONG3_2020BX04_51983.fastq.gz"
"ac492d155fd14b95","39115","ILN1_2020AC45_39115.fastq.gz","ONG3_2020DQ04_39115.fastq.gz"
"abe498d633874dd9","BAA-1675","ILM3_2019AH02_BAA-1675D-5.fastq.gz","ONG2_2019AF03_BAA-1675D-5.fastq.gz"
"abd8ebf4da294255","700601","ILM3_2019BA07_700601D-5.fastq.gz","ONG2_2019AX03_700601D-5.fastq.gz"
"abd2505b8af64fd1","51124","ILM3_2019BK11_51124D-5.fastq.gz","ONG2_2019CV04_51124D-5.fastq.gz"
"abaaf685363a4a19","700825","ILM3_2018AC09_700825D-5.fastq.gz","ONM1_2018AB06_700825D-5.fastq.gz"
"ab7b891a8243433d","BAA-695","ILM3_2019CA05_BAA-695D-5.fastq.gz","ONG2_2019DG05_BAA-695D-5.fastq.gz"
"ab6f91cb49cb4747","393","ILM3_2019BW03_393DX.fastq.gz","ONG2_2019DB11_393DX.fastq.gz"
"ab6a7113d04b4b2e","BAA-1509","ILM3_2019CN09_BAA-1509D-5.fastq.gz","ONG2_2019EM01-BAA-1509D-5.fastq.gz"
"ab566e0441dd4488","VR-739","ILM1_2019ZG03_VR-739.fastq.gz",""
"ab51ec57f71f4d3a","BAA-1799","ILM3_2020BK10_BAA-1799.fastq.gz","ONG3_2020AS03_BAA-1799.fastq.gz"
"ab1804f78a31435d","51813","ILM3_2020CA06_51813.fastq.gz","ONG3_2020BR05_51813.fastq.gz"
"aaf519160df74559","13952","ILN1_2020AC43_13952.fastq.gz","ONG3_2020DQ02_13952.fastq.gz"
"aaf0567dd78e45bb","BAA-2780","ILM3_2019BL01_BAA-2780DX.fastq.gz","ONG2_2019CO01_BAA-2780DX.fastq.gz"
"aac24ef60e6c48b8","10231","ILM3_2019AX01_10231D-5.fastq.gz","ONG2_2019DU03_10231D-5.fastq.gz"
"aabd687e9fd74434","49275","ILM3_2020CF03_49275.fastq.gz","ONG3_2020BQ01_49275.fastq.gz"
"aabc89309ac342d7","19115","ILM3_2019AE08_19115D-5.fastq.gz","ONM2_2019AB04_19115D-5.fastq.gz"
"aab7b3b8a52e4b53","VR-1109","ILM3_2020BL06_VR-1109D.fastq.gz",""
"aa8622d68d0c4e8a","49460","ILM3_2020CT07_49460.fastq.gz","ONG3_2020DK04_49460.fastq.gz"
"aa544b2583364458","700720","ILM3_2018AH04_700720D-5.fastq","ONM2_2018AB02_700720D-5.fastq.gz"
"aa041b363b2745a4","49766","ILN1_2021AB36_49766.fastq.gz","ONG3_2021AI01_49766.fastq.gz"
"a9fff283e8b740f8","6922","ILM3_2020BY04_6922.fastq.gz","ONG3_2020BU05_6922.fastq.gz"
"a9b7c2035c8b4b65","BAA-2889","ILN1_2021AC27_BAA-2889.fastq.gz","ONG3_2021AR05_BAA-2889.fastq.gz"
"a98cb7097f334d11","17001","ILN1_2020AB05_17001.fastq.gz","ONG3_2020CZ03_17001.fastq.gz"
"a97bc19e6ece4cde","A-3404","ILM3_2019CW01_MYA-3404D-5.fastq.gz","ONG2_2020AC01_MYA-3404D-5.fastq.gz"
"a9541643199040f0","18803","ILV0_2020AB05_18803D-5.fastq.gz","ONT_2020sample5_BC07_18803D-5.fastq.gz"
"a9048037a3644860","8368","ILM2_2020AA03_8368D-5.fastq.gz","ONG2_2019EF08_8368D-5.fastq.gz"
"a8639124a6444102","BAA-968","ILM3_2019AZ09_BAA-968D-5.fastq.gz","ONG2_2019BA04_BAA-968D-5.fastq.gz"
"a848491f96244f0b","17744","ILN1_2021AB03_17744.fastq.gz","ONG3_2021AC03_17744.fastq.gz"
"a82d6ab780404db7","15697","ILM3_2019AC05_15697D-5.fastq.gz","ONG2_2019BJ05_15697D-5.fastq.gz"
"a82c784271a9457c","BAA-3059","ILM3_2020AF04_BAA-3059.fastq.gz","ONG2_2020AI01_BAA-3059.fastq.gz"
"a82451599a134b40","BAA-2779","ILM3_2019BA01_BAA-2779DX.fastq.gz","ONG2_2019BT03_BAA-2779DX.fastq.gz"
"a7dc582c6379469c","33889","ILM2_2019AK04_33889D-5.fastq.gz","ONG2_2019DS03_33889D-5.fastq.gz"
"a7c44bc4c19741fe","49037","ILM3_2019AT08_49037D-5.fastq","ONG2_2019BE02_49037D-5.fastq.gz"
"a7c30f4b9c814fcb","VR-1540","ILM2_2019AE02_VR-1540D.fastq.gz",""
"a776a479500e4b04","8014","ILM3_2018AJ01_8014D-5.fastq.gz","ONG2_2019BG02_8014D-5.fastq.gz"
"a732efb66fe14006","VR-103","ILM3_2020AX06_VR-103.fastq.gz",""
"a71dc1f1c6af4b26","VR-739","ILM1_2019ZG03_VR-739.fastq.gz",""
"a70ce6cf7fcd4c4c","VR-24","ILM1_2019ZB01_VR-24.fastq.gz",""
"a700b48714084244","BAA-679","ILM3_2019AZ06_BAA-679D-5.fastq.gz","ONG2_2019BA01_BAA-679D-5.fastq.gz"
"a6f5abd3482b41de","17061","ILM3_2019BL12_17061D-5.fastq.gz","ONG2_2019CY03_17061D-5.fastq.gz"
"a6f27c9940d341ed","BAA-2798","ILM3_2019BE03_BAA-2798DX.fastq.gz","ONG2_2019CL01_BAA-2798DX.fastq.gz"
"a6e7bbcd0b714811","33392","ILM3_2018AA03_33392D-5.fastq.gz","ONG1_2019AL04_33392D-5.fastq.gz"
"a6c928a5e5554b40","BAA-2801","ILM3_2019BE07_BAA-2801DX.fastq.gz","ONG2_2019FH04_BAA-2801DX.fastq.gz"
"a6a4825599694203","33930","ILN1_2020AB35_33930.fastq.gz","ONG3_2020DF03_33930.fastq.gz"
"a6a47e8c05704c0f","10149","ILN1_2021AE18_10149.fastq.gz","ONG3_2021BF05_10149.fastq.gz"
"a6947ceb61794715","13932","ILN1_2021AB46_13932.fastq.gz","ONG3_2021AL05_13932.fastq.gz"
"a679bfc5babd4999","15973","ILM3_2020CF06_15973.fastq.gz","ONG3_2020BQ04_15973.fastq.gz"
"a6691eb1590b45ac","VR-1584","ILM3_2020AV09_VR-1584.fastq.gz",""
"a661a0b6a8fa4322","43888","ILM3_2019CJ01_43888DX.fastq.gz","ONG2_2019EA04_43888DX.fastq.gz"
"a63721c38db14d66","33152","ILM3_2018AH09_33152D-5.fastq.gz","ONM2_2018AA02_33152D-5.fastq.gz"
"a5fb104724d74e62","49882","ILM3_2018AK04_49882D-5.fastq.gz","ONG1_2018AM04_49882D-5.fastq.gz"
"a5bb9a1b46234451","VR-955","ILM1_2020ZA02_VR-955.fastq.gz",""
"a5b90c0a8a14436e","25175","ILM3_2019AJ06_25175D-5.fastq.gz","ONG2_2019AJ02_25175D-5.fastq.gz"
"a5945775176649ca","6463","ILM3_2018AD01_6463.fastq.gz","ONG1_2018AK03_6463.fastq.gz"
"a57f1ce84deb42c6","76901","ILM2_2019AO02_76901D-5.fastq.gz","ONG2_2020AY03_76901D-5.fastq.gz"
"a55f3d433b594481","49882","ILM3_2018AK04_49882D-5.fastq.gz","ONG1_2018AM04_49882D-5.fastq.gz"
"a556bffa07a14851","BAA-2886","ILM3_2020AT01_BAA-2886.fastq.gz","ONG2_2020AX01_BAA-2886.fastq.gz"
"a4d7e54020694b8d","29315","ILN1_2021AD33_29315.fastq.gz","ONG3_2021AY02_29315.fastq.gz"
"a4c391e69c1f468a","VR-1663","ILM3_2020BB03_VR-1663DQ.fastq.gz",""
"a4907e41fa394af4","15669","ILM3_2020BE07_15669.fastq.gz","ONG3_2020AI04_15669.fastq.gz"
"a482a4a597e045de","33942","ILM2_2019AI04_33942D-5.fastq.gz","ONG2_2019DQ07_33942D-5.fastq.gz"
"a46a7e8e23fa495e","VR-1680","ILM2_2019AE03_VR-1680D.fastq.gz",""
"a44e001fe7634c63","VR-1663","ILM3_2020BB03_VR-1663DQ.fastq.gz",""
"a40461a18dd84621","A-4612","ILM3_2019AX03_MYA-4612D-5.fastq.gz","ONG2_2019DU01_MYA-4612D-5.fastq.gz"
"a3b309e474174c77","13030","ILN1_2020AA14_13030.fastq.gz","ONG3_2020CW02_13030.fastq.gz"
"a3aea391279a4649","11730","ILV0_2020AB01_11730D-2.fastq.gz","ONT_2020sample1_BC04_11730D-2.fastq.gz"
"a392880b8a7744e8","53414","ILM2_2019AH06_53414D-5.fastq","ONG2_2019DB09_53414D-5.fastq.gz"
"a3525c590d744860","21680","ILN1_2020AB04_21680.fastq.gz","ONG3_2020CZ02_21680.fastq.gz"
"a33a6b8fd6be4733","25586","ILM3_2018AI06_25586D-5.fastq.gz","ONG2_2019BF02_25586D-5.fastq.gz"
"a33762c6ed274912","BAA-788","ILM3_2018AE05_BAA-788.fastq.gz","ONG1_2018AN05_BAA-788.fastq.gz"
"a329f82a5735473c","VR-1811","ILM3_2020BV05_VR-1811D.fastq.gz",""
"a31ff22445524f67","A-4609","ILM2_2019AM02_MYA-4609D-5.fastq.gz","ONG2_2019FE01_MYA-4609D-5.fastq.gz"
"a2c6ad40d6634605","27886","ILM3_2019BO09_27886D-5.fastq.gz","ONG2_2019ES01_27886D-5.fastq.gz"
"a2c2edf5f74745d1","36031","ILM2_2019AN01_36031D-5.fastq.gz","ONG2_2019FD01_36031D-5.fastq.gz"
"a2b7301a3d334ac2","BAA-3043","ILM3_2020AT03_BAA-3043.fastq.gz","ONG2_2020BC02_BAA-3043.fastq.gz"
"a2a83e364fe04457","10895","ILV0_2020AA10_10895D-2.fastq.gz","ONG3_2020AB01_10895D-2.fastq.gz"
"a27696eff4f3412f","BAA-2785","ILM3_2019BD01_BAA-2785DX.fastq.gz","ONG2_2019DO03_BAA-2785DX.fastq.gz"
"a257a1678ec447a0","VR-1187","ILM3_2020BB02_VR-1187DQ.fastq.gz",""
"a2497a60ada14cae","33152","ILM3_2018AH09_33152D-5.fastq.gz","ONM2_2018AA02_33152D-5.fastq.gz"
"a24709194e8a4d99","BAA-1226","ILM2_2019AK02_BAA-1226D-5.fastq.gz","ONG2_2019DT07_BAA-1226D-5.fastq.gz"
"a22de4be81174abb","25259","ILM3_2019AT06_25259D-5.fastq.gz","ONG2_2019BD05_25259D-5.fastq.gz"
"a1bf11c4051f4ed0","27754","ILM3_2020CA07_27754.fastq.gz","ONG3_2020BT04_27754.fastq.gz"
"a1b942ea452c47fe","6303","ILM3_2019BQ01_6303DX.fastq.gz","ONG2_2019CW01_6303DX.fastq.gz"
"a199af62010b48f7","14990","ILM3_2019BQ09_14990DX.fastq.gz","ONG2_2019CX03_14990DX.fastq.gz"
"a15ba8d8acb9440c","BAA-1613","ILM3_2019CK05_BAA-1613D-5.fastq.gz","ONG2_2019EG03_BAA-1613D-5.fastq.gz"
"a12253ed761847c3","VR-1885","ILM3_2020BB05_VR-1885DQ.fastq.gz",""
"a0ff2341dbcd405e","VR-680","ILM3_2020AV04_VR-680.fastq.gz",""
"a0c83cb3786f4431","15313","ILN1_2020AC16_15313.fastq.gz","ONG3_2020DP03_15313.fastq.gz"
"a0c326c30f344812","BAA-2775","ILM3_2019BC05_BAA-2775DX.fastq.gz","ONG2_2019BU04_BAA-2775DX.fastq.gz"
"a0b46702037f4bce","BAA-3102","ILM3_2020AE10_BAA-3102.fastq.gz","ONG2_2020AJ01_BAA-3102.fastq.gz"
"a0b2d321c56e4b5c","A-565","ILV0_2020AB21_MYA-565D-5.fastq.gz","ONM0_2020AA04_MYA-565D-5.fastq.gz"
"a03db509ec7a41d7","9637","ILM2_2020AS02_9637.fastq.gz","ONG3_2020CD04_9637.fastq.gz"
"a027d2bf20a14c45","19096","ILM3_2020CT04_19096.fastq.gz","ONG3_2020DN04_19096.fastq.gz"
"a0044e9a45b344d4","33297","ILN1_2021AA04_33297.fastq.gz","ONG3_2020DU02_33297.fastq.gz"
"9fcb04b90c664712","9689","ILM3_2018AI02_9689D-5.fastq.gz","ONG2_2019BA05_9689D-5.fastq.gz"
"9fae353df2b84863","BAA-2776","ILM3_2019BD06_BAA-2776DX.fastq.gz","ONG2_2019BT04_BAA-2776DX.fastq.gz"
"9f6058c62eb641c1","19853","ILN1_2021AD27_19853.fastq.gz","ONG3_2021AW03_19853.fastq.gz"
"9f35d7a1bf7046f3","700824","ILM3_2018AC08_700824D-5.fastq.gz","ONM1_2018AC04_700824D-5.fastq.gz"
